resource_type,owner_id,source,id,name,description,canonical_url,concept_class,publisher,source_type,default_locale,public_access,hierarchy_root_url,attr:hierarchy_level,attr:Classification_Place,attr:chapter_number,attr:Terminal_Node,parent_concept_urls
Concept,WHO,ICD-10-WHO,V18.0,Pedal cyclist injured in noncollision transport accident: Driver injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V18/]
Concept,WHO,ICD-10-WHO,V18.1,Pedal cyclist injured in noncollision transport accident: Passenger injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V18/]
Concept,WHO,ICD-10-WHO,V18.2,Pedal cyclist injured in noncollision transport accident: Unspecified pedal cyclist injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V18/]
Concept,WHO,ICD-10-WHO,V18.3,Pedal cyclist injured in noncollision transport accident: Person injured while boarding or alighting,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V18/]
Concept,WHO,ICD-10-WHO,V18.4,Pedal cyclist injured in noncollision transport accident: Driver injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V18/]
Concept,WHO,ICD-10-WHO,V18.5,Pedal cyclist injured in noncollision transport accident: Passenger injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V18/]
Concept,WHO,ICD-10-WHO,V18.9,Pedal cyclist injured in noncollision transport accident: Unspecified pedal cyclist injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V18/]
Concept,WHO,ICD-10-WHO,V19.0,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,,,Code,,,,,,4,T,20,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/V19/]
Concept,WHO,ICD-10-WHO,V19.1,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,,,Code,,,,,,4,T,20,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/V19/]
Concept,WHO,ICD-10-WHO,V19.2,Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in nontraffic accident,,,Code,,,,,,4,T,20,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/V19/]
Concept,WHO,ICD-10-WHO,V19.3,Pedal cyclist [any] injured in unspecified nontraffic accident,,,Code,,,,,,4,T,20,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/V19/]
Concept,WHO,ICD-10-WHO,V19.4,Driver injured in collision with other and unspecified motor vehicles in traffic accident,,,Code,,,,,,4,T,20,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/V19/]
Concept,WHO,ICD-10-WHO,V19.5,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,,,Code,,,,,,4,T,20,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/V19/]
Concept,WHO,ICD-10-WHO,V19.6,Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident,,,Code,,,,,,4,T,20,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/V19/]
Concept,WHO,ICD-10-WHO,V19.8,Pedal cyclist [any] injured in other specified transport accidents,,,Code,,,,,,4,T,20,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/V19/]
Concept,WHO,ICD-10-WHO,V19.9,Pedal cyclist [any] injured in unspecified traffic accident,,,Code,,,,,,4,T,20,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/V19/]
Concept,WHO,ICD-10-WHO,V20.0,Motorcycle rider injured in collision with pedestrian or animal: Driver injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V20/]
Concept,WHO,ICD-10-WHO,V20.1,Motorcycle rider injured in collision with pedestrian or animal: Passenger injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V20/]
Concept,WHO,ICD-10-WHO,V20.2,Motorcycle rider injured in collision with pedestrian or animal: Unspecified motorcycle rider injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V20/]
Concept,WHO,ICD-10-WHO,V20.3,Motorcycle rider injured in collision with pedestrian or animal: Person injured while boarding or alighting,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V20/]
Concept,WHO,ICD-10-WHO,V20.4,Motorcycle rider injured in collision with pedestrian or animal: Driver injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V20/]
Concept,WHO,ICD-10-WHO,V20.5,Motorcycle rider injured in collision with pedestrian or animal: Passenger injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V20/]
Concept,WHO,ICD-10-WHO,V20.9,Motorcycle rider injured in collision with pedestrian or animal: Unspecified motorcycle rider injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V20/]
Concept,WHO,ICD-10-WHO,V21.0,Motorcycle rider injured in collision with pedal cycle: Driver injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V21/]
Concept,WHO,ICD-10-WHO,V21.1,Motorcycle rider injured in collision with pedal cycle: Passenger injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V21/]
Concept,WHO,ICD-10-WHO,V21.2,Motorcycle rider injured in collision with pedal cycle: Unspecified motorcycle rider injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V21/]
Concept,WHO,ICD-10-WHO,V21.3,Motorcycle rider injured in collision with pedal cycle: Person injured while boarding or alighting,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V21/]
Concept,WHO,ICD-10-WHO,V21.4,Motorcycle rider injured in collision with pedal cycle: Driver injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V21/]
Concept,WHO,ICD-10-WHO,V21.5,Motorcycle rider injured in collision with pedal cycle: Passenger injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V21/]
Concept,WHO,ICD-10-WHO,V21.9,Motorcycle rider injured in collision with pedal cycle: Unspecified motorcycle rider injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V21/]
Concept,WHO,ICD-10-WHO,V22.0,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle: Driver injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V22/]
Concept,WHO,ICD-10-WHO,V22.1,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle: Passenger injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V22/]
Concept,WHO,ICD-10-WHO,V22.2,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle: Unspecified motorcycle rider injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V22/]
Concept,WHO,ICD-10-WHO,V22.3,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle: Person injured while boarding or alighting,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V22/]
Concept,WHO,ICD-10-WHO,V22.4,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle: Driver injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V22/]
Concept,WHO,ICD-10-WHO,V22.5,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle: Passenger injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V22/]
Concept,WHO,ICD-10-WHO,V22.9,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle: Unspecified motorcycle rider injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V22/]
Concept,WHO,ICD-10-WHO,V23.0,"Motorcycle rider injured in collision with car, pick-up truck or van: Driver injured in nontraffic accident",,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V23/]
Concept,WHO,ICD-10-WHO,V23.1,"Motorcycle rider injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident",,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V23/]
Concept,WHO,ICD-10-WHO,V23.2,"Motorcycle rider injured in collision with car, pick-up truck or van: Unspecified motorcycle rider injured in nontraffic accident",,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V23/]
Concept,WHO,ICD-10-WHO,V23.3,"Motorcycle rider injured in collision with car, pick-up truck or van: Person injured while boarding or alighting",,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V23/]
Concept,WHO,ICD-10-WHO,V23.4,"Motorcycle rider injured in collision with car, pick-up truck or van: Driver injured in traffic accident",,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V23/]
Concept,WHO,ICD-10-WHO,V23.5,"Motorcycle rider injured in collision with car, pick-up truck or van: Passenger injured in traffic accident",,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V23/]
Concept,WHO,ICD-10-WHO,V23.9,"Motorcycle rider injured in collision with car, pick-up truck or van: Unspecified motorcycle rider injured in traffic accident",,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V23/]
Concept,WHO,ICD-10-WHO,V24.0,Motorcycle rider injured in collision with heavy transport vehicle or bus: Driver injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V24/]
Concept,WHO,ICD-10-WHO,V24.1,Motorcycle rider injured in collision with heavy transport vehicle or bus: Passenger injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V24/]
Concept,WHO,ICD-10-WHO,V24.2,Motorcycle rider injured in collision with heavy transport vehicle or bus: Unspecified motorcycle rider injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V24/]
Concept,WHO,ICD-10-WHO,V24.3,Motorcycle rider injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V24/]
Concept,WHO,ICD-10-WHO,V24.4,Motorcycle rider injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V24/]
Concept,WHO,ICD-10-WHO,V24.5,Motorcycle rider injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V24/]
Concept,WHO,ICD-10-WHO,V24.9,Motorcycle rider injured in collision with heavy transport vehicle or bus: Unspecified motorcycle rider injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V24/]
Concept,WHO,ICD-10-WHO,V25.0,Motorcycle rider injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V25/]
Concept,WHO,ICD-10-WHO,V25.1,Motorcycle rider injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V25/]
Concept,WHO,ICD-10-WHO,V25.2,Motorcycle rider injured in collision with railway train or railway vehicle: Unspecified motorcycle rider injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V25/]
Concept,WHO,ICD-10-WHO,V25.3,Motorcycle rider injured in collision with railway train or railway vehicle: Person injured while boarding or alighting,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V25/]
Concept,WHO,ICD-10-WHO,V25.4,Motorcycle rider injured in collision with railway train or railway vehicle: Driver injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V25/]
Concept,WHO,ICD-10-WHO,V25.5,Motorcycle rider injured in collision with railway train or railway vehicle: Passenger injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V25/]
Concept,WHO,ICD-10-WHO,V25.9,Motorcycle rider injured in collision with railway train or railway vehicle: Unspecified motorcycle rider injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V25/]
Concept,WHO,ICD-10-WHO,V26.0,Motorcycle rider injured in collision with other nonmotor vehicle: Driver injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V26/]
Concept,WHO,ICD-10-WHO,V26.1,Motorcycle rider injured in collision with other nonmotor vehicle: Passenger injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V26/]
Concept,WHO,ICD-10-WHO,V26.2,Motorcycle rider injured in collision with other nonmotor vehicle: Unspecified motorcycle rider injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V26/]
Concept,WHO,ICD-10-WHO,V26.3,Motorcycle rider injured in collision with other nonmotor vehicle: Person injured while boarding or alighting,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V26/]
Concept,WHO,ICD-10-WHO,V26.4,Motorcycle rider injured in collision with other nonmotor vehicle: Driver injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V26/]
Concept,WHO,ICD-10-WHO,V26.5,Motorcycle rider injured in collision with other nonmotor vehicle: Passenger injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V26/]
Concept,WHO,ICD-10-WHO,V26.9,Motorcycle rider injured in collision with other nonmotor vehicle: Unspecified motorcycle rider injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V26/]
Concept,WHO,ICD-10-WHO,V27.0,Motorcycle rider injured in collision with fixed or stationary object: Driver injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V27/]
Concept,WHO,ICD-10-WHO,V27.1,Motorcycle rider injured in collision with fixed or stationary object: Passenger injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V27/]
Concept,WHO,ICD-10-WHO,V27.2,Motorcycle rider injured in collision with fixed or stationary object: Unspecified motorcycle rider injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V27/]
Concept,WHO,ICD-10-WHO,V27.3,Motorcycle rider injured in collision with fixed or stationary object: Person injured while boarding or alighting,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V27/]
Concept,WHO,ICD-10-WHO,V27.4,Motorcycle rider injured in collision with fixed or stationary object: Driver injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V27/]
Concept,WHO,ICD-10-WHO,V27.5,Motorcycle rider injured in collision with fixed or stationary object: Passenger injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V27/]
Concept,WHO,ICD-10-WHO,V27.9,Motorcycle rider injured in collision with fixed or stationary object: Unspecified motorcycle rider injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V27/]
Concept,WHO,ICD-10-WHO,V28.0,Motorcycle rider injured in noncollision transport accident: Driver injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V28/]
Concept,WHO,ICD-10-WHO,V28.1,Motorcycle rider injured in noncollision transport accident: Passenger injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V28/]
Concept,WHO,ICD-10-WHO,V28.2,Motorcycle rider injured in noncollision transport accident: Unspecified motorcycle rider injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V28/]
Concept,WHO,ICD-10-WHO,V28.3,Motorcycle rider injured in noncollision transport accident: Person injured while boarding or alighting,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V28/]
Concept,WHO,ICD-10-WHO,V28.4,Motorcycle rider injured in noncollision transport accident: Driver injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V28/]
Concept,WHO,ICD-10-WHO,V28.5,Motorcycle rider injured in noncollision transport accident: Passenger injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V28/]
Concept,WHO,ICD-10-WHO,V28.9,Motorcycle rider injured in noncollision transport accident: Unspecified motorcycle rider injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V28/]
Concept,WHO,ICD-10-WHO,V29.0,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,,,Code,,,,,,4,T,20,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/V29/]
Concept,WHO,ICD-10-WHO,V29.1,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,,,Code,,,,,,4,T,20,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/V29/]
Concept,WHO,ICD-10-WHO,V29.2,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident,,,Code,,,,,,4,T,20,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/V29/]
Concept,WHO,ICD-10-WHO,V29.3,Motorcycle rider [any] injured in unspecified nontraffic accident,,,Code,,,,,,4,T,20,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/V29/]
Concept,WHO,ICD-10-WHO,V29.4,Driver injured in collision with other and unspecified motor vehicles in traffic accident,,,Code,,,,,,4,T,20,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/V29/]
Concept,WHO,ICD-10-WHO,V29.5,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,,,Code,,,,,,4,T,20,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/V29/]
Concept,WHO,ICD-10-WHO,V29.6,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident,,,Code,,,,,,4,T,20,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/V29/]
Concept,WHO,ICD-10-WHO,V29.8,Motorcycle rider [any] injured in other specified transport accidents,,,Code,,,,,,4,T,20,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/V29/]
Concept,WHO,ICD-10-WHO,V29.9,Motorcycle rider [any] injured in unspecified traffic accident,,,Code,,,,,,4,T,20,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/V29/]
Concept,WHO,ICD-10-WHO,V30.0,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Driver injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V30/]
Concept,WHO,ICD-10-WHO,V30.1,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Passenger injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V30/]
Concept,WHO,ICD-10-WHO,V30.2,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Person on outside of vehicle injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V30/]
Concept,WHO,ICD-10-WHO,V30.3,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V30/]
Concept,WHO,ICD-10-WHO,V30.4,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Person injured while boarding or alighting,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V30/]
Concept,WHO,ICD-10-WHO,V30.5,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Driver injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V30/]
Concept,WHO,ICD-10-WHO,V30.6,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Passenger injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V30/]
Concept,WHO,ICD-10-WHO,V30.7,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Person on outside of vehicle injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V30/]
Concept,WHO,ICD-10-WHO,V30.9,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Unspecified occupant of three-wheeled motor vehicle injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V30/]
Concept,WHO,ICD-10-WHO,V31.0,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle: Driver injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V31/]
Concept,WHO,ICD-10-WHO,V31.1,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle: Passenger injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V31/]
Concept,WHO,ICD-10-WHO,V31.2,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle: Person on outside of vehicle injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V31/]
Concept,WHO,ICD-10-WHO,V31.3,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V31/]
Concept,WHO,ICD-10-WHO,V31.4,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle: Person injured while boarding or alighting,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V31/]
Concept,WHO,ICD-10-WHO,V31.5,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle: Driver injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V31/]
Concept,WHO,ICD-10-WHO,V31.6,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle: Passenger injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V31/]
Concept,WHO,ICD-10-WHO,V31.7,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle: Person on outside of vehicle injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V31/]
Concept,WHO,ICD-10-WHO,V31.9,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle: Unspecified occupant of three-wheeled motor vehicle injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V31/]
Concept,WHO,ICD-10-WHO,V32.0,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle: Driver injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V32/]
Concept,WHO,ICD-10-WHO,V32.1,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle: Passenger injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V32/]
Concept,WHO,ICD-10-WHO,V32.2,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V32/]
Concept,WHO,ICD-10-WHO,V32.3,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V32/]
Concept,WHO,ICD-10-WHO,V32.4,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle: Person injured while boarding or alighting,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V32/]
Concept,WHO,ICD-10-WHO,V32.5,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle: Driver injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V32/]
Concept,WHO,ICD-10-WHO,V32.6,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle: Passenger injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V32/]
Concept,WHO,ICD-10-WHO,V32.7,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V32/]
Concept,WHO,ICD-10-WHO,V32.9,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle: Unspecified occupant of three-wheeled motor vehicle injured in traffic accident,,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V32/]
Concept,WHO,ICD-10-WHO,V33.0,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Driver injured in nontraffic accident",,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V33/]
Concept,WHO,ICD-10-WHO,V33.1,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident",,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V33/]
Concept,WHO,ICD-10-WHO,V33.2,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in nontraffic accident",,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V33/]
Concept,WHO,ICD-10-WHO,V33.3,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident",,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V33/]
Concept,WHO,ICD-10-WHO,V33.4,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Person injured while boarding or alighting",,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V33/]
Concept,WHO,ICD-10-WHO,V33.5,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Driver injured in traffic accident",,,Code,,,,,,4,T,20,S,[/orgs/WHO/sources/ICD-10-WHO/concepts/V33/]
